Key,Value
1369549167,Chesterdale
1370597767,Castillo Mastercroft
1371647157,El Foso de Edwyval
1372695756,Blackvale
1373744355,Grimbridge
1374792954,Gallopath
1375841555,El Viejo Tugurio de Vyctanna
1376890140,Taberna El Ave Muerta
1377938743,Huerto Woodsley
1378987372,El Viejo Tugurio de Woodsly
1380035955,Ruinas del Viejo Hogar de la Vieja Chrystanna
1381084543,Granja Hearthing
1382133150,Mártir Plañidero de Kynareth
1383181728,El Viejo Hogar de Ysabyth
1384231062,Ruinas del Salón Greenston
1385279670,La Vieja Choza de Mastersley
1386328258,Refugio El Marmota Voladora
1387376838,Redentor Perpetuo de Kynareth
1388425429,La Alquería Yeomsley
1389474039,La Guarida de Homunasiva
1390522641,Salón Coppercroft
1391571228,Mertown
1392619817,La Guarida de Homuneus
1393668395,El Baluarte de Hearthcroft
1394716981,La Plantación Kinghart
1395765600,Mártir Gentil de Kynareth
1396814181,El Viejo Hogar de Ysyvyra
1397862764,Granja de la Vieja Ysona
1398911370,El Viejo Hogar de Kinghart
1399960706,La Alquería Copperford
1401009313,La Guarida de Sahanx
1402057907,Gallodale
1403106491,La Alquería Greenston
1404155083,El Viejo Hogar de Lysausa
1405203673,Granja Gaercroft
1406252251,Salón Mastersly
1407300854,El Viejo Hogar de Mastering
1408349440,Crossville
1409398052,Ruinas de la Vieja Choza de Wickham
1410446637,La Alquería Kingcroft
1411495223,Ruinas de la Torre de Ashing
1412543834,Huerto Greenford
1413592412,Páramo de Broadmont
1414641008,El Cementerio de Buckington
1415690352,Ruinas de la Torre de Greensly
1416738930,El Viejo Hogar de Gaering
1417787537,Ruinas del Palacio Hawksmith
1418836121,La Cueva de Morkucheus
1419884709,La Cabaña Moorcroft
1420933289,Rattgabith
1421981899,Vidente Plañidero de Kynareth
1423030482,Huerto Copperfield
1424079086,Renacimiento Sagrado de Kynareth
1425127687,Altar Sagrado de Kynareth
1426176284,Mártir Eterno de Kynareth
1427224893,La Choza de la Vieja Lysona
1428274260,Reybeth
1429322855,Ruinas de la Cabaña Wickhouse
1430371434,El Foso de Geryon
1431420014,Huerto Buckingsmith
1432468605,Ruinas de la Mansión Copperhouse
1433517203,La Alquería Hearthhouse
1434565856,Oxbury
1435614439,Las Minas de Tristynak
1436663087,Ruinas del Viejo Hogar de la Vieja Lysyna
1437711675,La Caverna Morkebrasiah
1438761026,Graywick
1439809635,La Plantación Hearthing
1440858220,Wilderborne
1441906806,La Alquería Yeomhart
1442955407,Ruinas de la Cabaña Mooring
1444003990,Las Minas de Bedistair
1445052603,Deerville
1446101181,Aquelarre Wroth
1447149812,El Viejo Tugurio de la Vieja Gwynabyth
1448199213,Baelleigh
1449247796,Grimville
1450296418,Pub El Murciélago y el Abismo
1451345026,Hostal El Cazador Blanco
1452393695,Ruinas del Castillo Woodton
1453443091,La Veta de Theodane
1454491707,Mansión Buckingsmith
1455540291,Profeta Silencioso de Kynareth
1456588902,El Viejo Tugurio de la Vieja Barbausa
1457637500,Granja Moorwing
1458686079,El Viejo Tugurio de Wickham
1459734657,Longwych
1460783238,Redentor Sagrado de Kynareth
1461831892,Granja Hearthhart
1462880485,Redentor Silencioso de Kynareth
1463929077,La Plantación Coppersmith
1464978462,Warwich
1466027089,Vojirgoth
1467075682,Oráculo Perpetuo de Kynareth
1468124355,La Fortaleza de Hearthston
1469172936,Castillo Moorham
1470221515,Granja de la Vieja Elyzanna
1471270095,Ruinas del Huerto de Wickston
1472319447,Árbol Plañidero de Kynareth
1473368037,Ascensión Bendita de Kynareth
1474416621,Tunway
1475465216,Lamleigh
1476513808,El Viejo Tugurio de Buckingston
1477562388,El Viejo Tugurio de Greenhouse
1478610974,Ruinas de la Cabaña Greenhouse
1479659573,Salón Gaerham
1480708180,La Guardia de Wicksley
1481756773,Granja de la Vieja Vannyssa
1482805366,Las Criptas de Woodhouse
1483854023,La Guardia de Ashing
1484903383,La Choza de la Vieja Morgabyth
1485951981,La Alquería Woodcroft
1487000563,La Cantera de Bedane
1488049193,El Nido de Hezrugoth
1489097784,La Alquería Buckingford
1490146387,Aldea de Oxworth
1491194984,La Vieja Choza de Ashsly
1492243609,La Alquería Wickwing
1493292187,Castillo Nebuchezam
1494340786,Alma Sangrante de Kynareth
1495390138,Castillo Kinghouse
1496438723,El Cementerio de Gaerwing
1497487352,Ruinas del Palacio Ashham
1498535945,El Viejo Tugurio de Yeomwing
1499584534,El Viejo Tugurio de Hearthton
1500633144,Ruinas del Salón Woodton
1501681732,La Fortaleza de Kinghart
1502730341,La Plantación Kinghouse
1503778922,La Fortaleza de Hawkford
1504827544,Ruinas de la Fortaleza de Wickfield
1505876902,Huerto Hawkford
1506925546,Huerto Moorfield
1507974149,Ruinas de la Torre de Woodton
1509022799,Jardín de Knightshead
1510072188,Sington
1511120778,El Cementerio de Wickfield
1512169374,Aldwell
1513217952,El Viejo Tugurio de Hawkston
1514266545,La Alquería Hawkfield
1515315132,El Cementerio de Buckingston
1516363725,El Agujero de Gerithia
1517412308,Granja Wickton
1518460970,La Fortaleza de Copperwing
1519509557,Aldford
1520558169,El Viejo Hogar de la Vieja Barbolda
1521606748,El Viejo Hogar de Wicksly
1522655327,La Excavación de Tristore
1523703908,Charenwold
1524752490,La Cabaña Hawksley
1525801825,Ruinas de la Choza de la Vieja Belladyna
1526850434,Luz Bendita de Kynareth
1527899064,Torre Hearthton
1528947694,Mershire
1529996279,Huerto Greenham
1531044860,Whitebeth
1532093514,Daghoth
1533142100,Granja de la Vieja Elyzyvyra
1534191447,Profeta Eterno de Kynareth
1535240057,Ruinas del Salón Gaerhart
1536288656,Ruinas de la Granja Hearthham
1537337244,El Cementerio de Greenhart
1538385872,Las Tumbas de Moorsly
1539434493,Castillo Ashston
1540483071,El Cementerio de Gaerhouse
1541531690,Ruinas del Palacio Buckingsmith
1542581081,La Plantación de Moorfield
1543629659,Ipsfort
1544678237,Las Minas de Peroryan
1545726847,La Alquería Yeomfield
1546775439,Ruinas de la Mansión Copperfield
1547824021,Alma Plañidera de Kynareth
1548872615,Las Tumbas de Gaering
1549921265,Torre Greensly
1550969851,Ruinas de la Mansión de Gaerhouse
1552018429,La Plantación Hawksmith
1553067010,Reycester
1554115609,La Alquería Woodwing
1555164955,El Viejo Tugurio de Masterford
1556213556,Taberna El Cervatillo Negro
1557262203,Ruinas de la Torre Greensley
1558310868,Oráculo Cantarín de Kynareth
1559360273,El Agujero de Baalas
1560408858,Lamborne
1561457467,La Vieja Choza de Wickfield
1562506058,La Cantera de Theodywyr
1563554704,Huerto Woodford
1564603316,Ruinas de la Alquería Hawksley
1565651917,Salón Copperston
1566700508,Cathcroft
1567749101,La Fortaleza de Greenham
1568798490,Colina Merwich
1569847079,Hostal El Cerdo y el Bárbaro
1570895659,La Excavación de Uthane
1571944248,Ruinas de la Fortaleza de Greenham
1572992838,Granja Copperwing
1574041438,El Agujero de Dispiaminxivah
1575090027,Vidente Bendito de Kynareth
1576138605,Tamvale
1577187188,Granja Woodsly
1578235809,La Choza de la Vieja Gwynanna
1579284444,Hostal El Yelmo de la Reina
1580333804,El Viejo Hogar de Chrystyn
1581382406,La Alquería Moorston
1582430986,Altar de I'ric
1583479628,Huerto Kingsley
1584528218,El Viejo Hogar de Greensly
1585576802,Sekthrac
1586625399,Granja de la Vieja Lysyssa
1587673998,Ruinas de la Mansión Masterham
1588722597,Ruinas de la Alquería Woodsley
1589771193,Rattudon
1590819777,Taberna El Marmota Verde
1591869135,Mártir Plañidero de Kynareth
1592917731,Ruinas de la Cabaña Masterfield
1593966320,Refugio El Tejón Risueño
1595014900,La Excavación de Andistair
1596063481,La Alquería Wicksmith
1597112077,La Choza de la Vieja Barbona
1598160701,Reliquia Plañidera de Kynareth
1599209293,El Laboratorio de Perore
1600257899,El Baluarte de Hearthwing
1601306514,La Torre de Ashton
1602355976,Renacimiento Sangrante de Kynareth
1603404601,El Hogar de la Vieja Gwynyvyra
1604454043,Ruinas de la Mansión Gaerfield
1605502658,Árbol Gentil de Kynareth
1606551323,Ruinas de la Fortaleza de Kinging
1607599938,El Cementerio de Yeomcroft
1608648528,Las Criptas de Wickwing
1609697108,Terrenos de Newbeth
1610745707,Pub El Djinn Danzante
1611795089,El Tugurio de la Vieja Vannorya
1612843675,Burgville
1613892255,La Guardia de Masterton
1614940882,Ruinas de la Cabaña Wicksmith
1615989466,Las Minas de Andastyr
1617038044,El Hogar de la Vieja Vyctorya
1618086623,Ruinas de la Fortaleza de Buckingsly
1619135203,Ruinas del Hogar de la Vieja Ysorya
1620183799,Burgbury
1621232378,Ruinas de la Ciudadela de Moorton
1622280961,Salón Inverobeon
1623329588,Pub El Castor y el Gigante
1624378174,La Fortaleza de Hearthton
1625427570,La Ciudadela de Hearthwing
1626476149,El Viejo Tugurio de Wickcroft
1627524741,Salón Moorston
1628573327,Las Tumbas de Masterhart
1629621917,Reliquia Eterna de Kynareth
1630670498,El Hogar de la Vieja Evelausa
1631719089,El Hogar de la Vieja Carololda
1632767679,Santuario de Mai
1633816269,El Cementerio de Woodsmith
1634864868,Ruinas del Palacio Wickfield
1635913466,Distrito de Kirkfort
1636962061,Baelcester
1638010654,Reliquia Temerosa de Kynareth
1639060184,La Alquería Wicksly
1640108766,Ruinas de la Vieja Choza de Kington
1641157348,Taberna El Dragón Sediento
1642205927,Posada El Lobo del Rey
1643254543,La Plantación Buckingston
1644303128,El Cementerio de Kingwing
1645351715,El Tugurio de la Vieja Lysayne
1646401105,Fontpath
1647449713,Ruinas del Tugurio de la Vieja Elyzyna
1648498301,Nordred
1649546894,Hostal El Murciélago y el Gigante
1650595566,Wildervale
1651644166,Taberna El Tejón Sucio
1652692750,Ruinas del Palacio Kington
1653741329,Amanecer Bendito de Kynareth
1654790743,Gromrugoth
1655839326,Terrenos de Tamley
1656887912,Profeta Sangrante de Kynareth
1657936490,El Hogar de la Vieja Ysayne
1658985070,Las Tumbas de Wickcroft
1660033790,Ruinas de la Alquería Gaersley
1661082371,Graybury
1662131763,Mártir Bendito de Kynareth
1663180344,Salón Moorfield
1664228959,La Plantación Moorhart
1665277543,El Tugurio de la Vieja Evelolda
1666326160,Ruinas de la Granja Greensmith
1667374784,Castillo Hearthhouse
1668423368,Ascensión Ardiente de Kynareth
1669471963,El Viejo Tugurio de Gaersly
1670520547,El Hogar de la Vieja Vannyvyra
1671569129,La Alquería Masterford
1672618550,El Agujero de Gerither
1673667131,Altar de I'ric
1674715713,Granja Greensly
1675764346,La Guardia de Buckingfield
1676812924,Cromgate
1677861530,Ruinas de la Fortaleza de Greenhart
1678910114,Lamidge
1679958720,La Plantación Kingfield
1681007309,Ruinas de la Mansión Greensley
1682056695,Mansión Woodwing
1683105291,La Alquería Buckington
1684153884,El Foso de Maelanxiah
1685202544,Blacktale
1686251123,Ruinas de la Fortaleza de Hearthhouse
1687299719,Hostal El Cabrito Suertudo
1688348310,El Cementerio de Buckinging
1689396900,La Plantación Buckington
1690445488,Colegiata de Graybury
1691494067,El Cementerio de Copperwing
1692542650,Posada El Zorro y el Ave
1693592043,Ruinas de la Corte de Copperhart
1694640667,Ruinas de la Alquería Woodford
1695689323,Ruinas de la Granja de la Vieja Evelara
1696737907,Baelhead
1697786505,Huerto Moorwing
1698835104,Profeta Infinito de Kynareth
1699884504,Ídolo Plañidero de Kynareth
1700933082,El Tugurio de la Vieja Chrystanna
1701981753,Vidente Sangrante de Kynareth
1703030342,Aldingmore
1704078953,Posada El Castillo Inquieto
1705127541,Singing
1706176128,Ruinas de la Granja de la Vieja Belladara
1707225553,La Cueva de Demerena
1708274142,Ruinas del Hogar de la Vieja Chrystara
1709322801,Presagio Sagrado de Kynareth
1710371437,Las Minas de Andoryan
1711420827,Santuario de Mai
1712469411,Granja de la Vieja Lysabyth
1713517992,Árbol Gozoso de Kynareth
1714566596,Granja de la Vieja Carolara
1715615249,Ruinas de la Alquería Moorton
1716663869,La Alquería Kingsly
1717712461,La Plantación Gaersley
1718761856,La Torre de Buckingford
1719810472,Corte de Singborne
1720859122,Renacimiento Interior de Kynareth
1721907776,Ruinas del Castillo Coppersley
1722957195,Ruinas del Tugurio de la Vieja Vannolda
1724005858,Aldea de Waridge
1725054437,Hostal El Topo y la Mazmorra
1726104082,La Alquería Gaersley
1727153616,Taberna El Castor y el Goblin
1728203153,La Fortaleza de Buckingwing
1729251758,La Cabaña Hearthfield
1730300342,Granja Copperford
1731348949,El Cementerio de Moorcroft
1732397528,Santuario de Mai
1733447051,Ruinas de la Mansión Hawkwing
1734495656,Mansión Kingcroft
1735544248,La Plantación Hearthton
1736593766,Bosque Vanhope
1737642358,El Cubil de Darkimyth
1738690950,Ruinas del Huerto de Buckingsley
1739739531,Taberna El Lobo Carmesí
1740788146,Reyworth
1741837668,La Alquería Gaersly
1742886250,Granja de la Vieja Lysanna
1743934864,Granja Gaerton
1744983445,Santuario de Ephen
1746032963,El Hogar de la Vieja Belladabyth
1747081544,Estrella Plañidera de Kynareth
1748130158,Ruinas de la Mansión Hearthwing
1749178747,Ruinas de la Vieja Choza de Greenton
1750228292,La Fortaleza de Greening
1751277851,La Plantación Greenfield
1752326448,Las Bóvedas de Moorfield
1753375057,Las Criptas de Kingsmith
1754424574,El Cementerio de Kingcroft
1755473163,La Plantación Ashsley
1756521774,Hostal El Murciélago y el Grifo
1757570358,Granja de la Vieja Belladyvyra
1758619874,Vidente Gentil de Kynareth
1759668460,El Terreno de Entierro de Ashsly
1760717039,La Alquería Hearthton
1761765625,Azvor
1762814207,Ruinas de la Alquería Kington
1763862803,Ruinas de la Cabaña Gaerton
1764912325,Hostal El Cerdo y el Ave
1765960931,La Fortaleza de Greenford
1767009529,La Excavación de Edward
1768059040,Refugio El Sapo y el Gato
1769107636,Alma Ardiente de Kynareth
1770156229,La Alquería Ashwing
1771204807,Posada La Calavera Roja
1772253390,La Plantación Ashton
1773301983,Redentor Ardiente de Kynareth
1774351528,Ruinas del Viejo Hogar de Gaerwing
1775401096,Luz Silenciosa de Kynareth
1776449696,La Excavación de Andistair
1777498281,Granja Ashsmith
1778546867,La Cabaña Ashston
1779596382,Anrath
1780644972,Granja Kingford
1781693599,Colina de Warbridge
1782742186,La Ciudadela de Hearthfield
1783791718,Ruinas del Tugurio de la Vieja Gwynyssa
1784840311,La Plantación Gaercroft
1785888909,El Viejo Tugurio de Masterhouse
1786937488,La Asamblea de Carolyrrya
1787987006,Ruinas del Viejo Tugurio de Ashhouse
1789035622,El Hogar de la Vieja Carolausa
1790084201,El Agujero de Morkeusessa
1791133720,La Ciudadela de Moorwing
1792182312,Vidente Interior de Kynareth
1793230903,La Veta de Theodistair
1794279499,La Guardia de Gaersmith
1795329065,Redentor Plañidero de Kynareth
1796377668,Corte de Lamcroft
1797426249,El Túnel de Edwyrick
1798475784,El Cementerio de Hearthham
1799524367,Morlas
1800572948,Granja Hearthwing
1801621532,La Alquería Kington
1802671083,La Choza de la Vieja Carolyrrya
1803719679,El Túnel de Uthore
1804768262,La Vieja Choza de Ashhart
1805816844,La Vieja Choza de Wickton
1806866373,Mansión Woodhart
1807914951,El Foso de Mareria
1808963537,Ruinas de la Mansión Wooding
1810012123,La Veta de Rodyn
1811061704,Ruinas del Salón Copperfield
1812110313,Las Criptas de Mastersly
1813159825,La Plantación Masterton
1814208407,Ruinas de la Cabaña Copperhouse
1815257011,Torre Woodhouse
1816305615,Ruinas de la Mansión Gaerham
1817355120,Reliquia Perpetua de Kynareth
1818403698,La Choza de la Vieja Ysyn
1819452310,La Choza de la Vieja Ysyssa
1820500908,Kirkwich
1821550434,Granja Wickcroft
1822599014,Peñasco de Longwark
1823647596,Ruinas de la Corte de Masterfield
1824696178,Granja Ashcroft
1825744762,La Plantación Copperhart
1826793360,El Viejo Tugurio de Buckingcroft
1827842940,El Baluarte de Copperston
1828891525,Estrella Gentil de Kynareth
1829940103,Refugio El Lince y el Foso
1830989616,Ruinas del Huerto de Greensly
1832038216,Guarida de Baalyonunah
1833086798,Granja de la Vieja Elyzorya
1834135390,Huerto Coppersly
1835183968,Salón Copperhouse
1836233494,Pub El Djinn Sucio
1837283064,Las Tumbas de Copperhouse
1838331642,Ruinas de la Mansión Woodwing
1839380232,La Veta de Mordyn
1840428829,Castillo Buckingsly
1841477425,Huerto Buckingfield
1842527016,Hondonada de Chesterwold
1843576529,Lamway
1844625111,Posada La Espada del Diablo
1845673704,El Hogar de la Vieja Barborya
1846722286,La Alquería Buckingsly
1847770864,Holwold
1848819452,La Alquería Hearthham
1849868030,Profeta Plañidero de Kynareth
1850918605,Vidente Ardiente de Kynareth
1851968135,Refugio El Gato Dorado
1853016719,Granja de la Vieja Vyctausa
1854065301,Tampath
1855113882,Palacio Gaerton
1856162497,La Alquería Masterham
1857211082,Redentor Eterno de Kynareth
1858260616,Merbeth
1859309197,Whitemont
1860357782,La Cabaña Yeomton
1861406384,Torre Yeoming
1862454964,Mansión Ashing
1863504476,Ruinas de la Corte de Moorton
1864553054,Vidente Infinito de Kynareth
1865601634,El Viejo Tugurio de Kinghart
1866651215,La Plantación Copperhouse
1867699844,Broadwark
1868749350,La Plantación Gaersly
1869797935,Ruinas del Huerto de Wickham
1870846531,Castillo Gaersley
1871895112,Pub El Gigante Suertudo
1872944658,Alma Gentil de Kynareth
1873993250,Castillo Woodfield
1875041873,Luz Sagrada de Kynareth
1876091384,Hostal El Sapo y el Grifo
1877139970,Refugio La Guardia de la Reina
1878188572,La Choza de la Vieja Elausa
1879237157,El Cementerio de Gaerham
1880287695,Granja Kingsly
1881336284,Ruinas de la Mansión Gaering
1882384870,Graywood
1883433458,Las Bóvedas de Ashton
1884483050,Altar de I'ric
1885532575,Terrenos de Cathmoth
1886581187,Estrella Gozosa de Kynareth
1887629770,Ruinas de la Torre Moorsly
1888679299,Presagio Gentil de Kynareth
1889727900,El Cementerio de Buckinghart
1890777466,Las Criptas de Ashston
1891826058,Reliquia Silenciosa de Kynareth
1892875658,Mansión Ashton
1893925192,La Vieja Choza de Mooring
1894973772,Pub La Calavera Gritona
1896022354,Oxbridge
1897071910,Ruinas del Salón Mastering
1898120489,La Guarida de Baalatanxessa
1899169108,Grayworth
1900218644,El Cementerio de Copperwing
1901267222,Altar Sangrante de Kynareth
1902315802,El Cementerio de Gaerston
1903364380,Gallocester
1904412958,Holbury
1905461543,Estrella Sagrada de Kynareth
1906510136,Ruinas del Viejo Hogar de Gaersley
1907559692,Pentower
1908608273,Peñasco de Burgcastle
1909656878,La Vieja Choza de Mooring
1910706402,Ruinas del Palacio Coppersly
1911755980,La Fortaleza de Greenham
1912804563,El Cementerio de Kington
1913854134,Grumvor
1914902721,Amanecer Plañidero de Kynareth
1915951299,La Alquería Hawking
1917000886,El Cubil de Lithivan
1918049487,La Excavación de Mordyrick
1919099061,Hostal El Ratón y la Guardia
1920148613,Newfort
1921198220,Santuario de Vigryl
131233,El Cementerio de Hawkston
1179833,La Alquería Ashwing
2228420,El Viejo Tugurio de Ashton
3277965,Mansión Hearthfield
4326545,Charing
5376109,La Plantación Woodsmith
6424695,Horcroft
7473275,Mansión Yeomhart
8521866,La Vieja Choza de Yeomsly
9570447,Castillo Necromoghan
10619029,Ascensión Bendita de Kynareth
11668571,La Alquería Gaerford
12717158,La Choza de la Vieja Elara
13765736,Santuario Jhim Sei
14814319,Arkbridge
15863871,Mansión Kingston
16912457,Ruinas de la Mansión Gaerhart
17961044,El Viejo Tugurio de Greensley
19009626,El Hogar de la Vieja Lysyna
20058204,El Hogar de la Vieja Lysyrrya
21106790,Aldmore
22156329,Huerto Copperford
23204908,Lambrone
24253503,Lamcroft
25303064,Profeta Ardiente de Kynareth
26351650,La Vieja Choza de Coppersley
27400237,La Vieja Choza de Buckingsly
28448815,Vidente Cantarín de Kynareth
29498364,La Vieja Choza de Hawkhart
30546948,Relicario de Sai
31595532,Salón Woodsmith
32645087,La Alquería Yeomton
33693665,Prisión de Alabywyr
34742268,Santuario de Ephen
35790853,Singmoth
36840401,La Cárcel de Agryn
37888982,Las Criptas de Yeomham
38937561,Charton
39986144,Chesterbury
41035708,Vidente Silencioso de Kynareth
42084302,Salón Mastering
43133869,Cathfort
44182460,Renacimiento Cantarín de Kynareth
45232008,Westleigh
46280586,Colina de Vanwall
47329165,Corte de Mercroft
48377753,Campo de Longtry
49427320,Kirkwell
50475913,La Alquería Masterton
51524492,Palacio Moorsmith
52574041,Gothham
53622628,Distrito de Lamcastle
54671213,Laboratorio de Dunore
55720691,Mansión Mastering
56769371,Pub El Topo y la Marmota
57818841,Las Bóvedas de Mastersmith
58867426,Palacio Wicksly
59916004,La Casa del Barón Garulaus
60964647,Mansión Coppersly
62013237,Mansión Buckingwing
63061829,Holcastle
64111285,Las Tumbas de Wicksly
65159864,Singbridge
66208447,Profeta Gozoso de Kynareth
67257029,Culto a Chrystyna
68305607,Taberna El Cerdo y el Gato
69354190,Ruinas de la Mansión Hearthston
70402769,Midcroft
71451430,Las Tumbas de Ashcroft
72500010,Hondonada de Charenborne
73549483,La Alquería Copperton
74598066,Baelbridge
75646652,Baelwick
76695233,El Viejo Tugurio de Buckinghouse
77743878,La Plantación Wicking
78792458,Ripborne
79841045,Posada El Yelmo Muerto
80890501,Salón Woodsley
81939081,Salón Woodsly
82987660,La Alquería Yeomsmith
84036238,Ascensión Sangrante de Kynareth
85084816,Palacio Hearthhart
86133397,El Tugurio de la Vieja Ysolda
87181980,Castillo Woodcroft
88230562,Midmore
89279143,Corte de Hawkfield
90327726,Refugio El Gigante de la Reina
91376364,Cathwick
92424948,Burghope
93473531,Luz Ardiente de Kynareth
94522991,Lamdale
95571584,Blackwich
96620162,Chartry
97668743,Ruinas del Viejo Hogar de Gwynyrrya
98717325,Altar Perpetuo de Kynareth
99765934,La Alquería Kingfield
100815425,Salón Hawkford
101864009,Corte de Woodham
102912587,La Fortaleza de Gaersmith
103961172,Altar Sagrado de Kynareth
105009761,Refugio El Tejón Risueño
106058341,Salón Ashton
107106930,La Alquería Ashham
108155512,Salón Wicking
109204112,La Casa de Vladingus
110252690,Taberna El Dragón Aullador
111301277,Oxwich
112349872,Laboratorio de Theodyrick
113398478,Taberna El Grifo del Diablo
114447915,El Tugurio de la Vieja Elyrrya
115496495,Burgtown
116545077,Pub El Zorro y el Bárbaro
117593655,Broadford
118642233,Ídolo Sangrante de Kynareth
119690844,Wildertown
120739444,El Terreno de Entierro de Yeomfield
121788033,Mansión Gaersley
122836627,Corte de Greenton
123885227,La Ciudadela de Yeomcroft
124934670,Taberna El Cervatillo Dorado
125983278,Crossmont
127031856,Mansión Buckingsly
128080437,Las Bóvedas de Copperwing
129129020,Las Tumbas de Ashhart
130177606,La Alquería Ashhart
131226186,Vanwold
132274766,Las Tumbas de Hearthston
133323345,La Alquería Moorford
134371924,Terrenos de Vanfort
135420502,Grimwood
136469081,La Fortaleza de Copperham
137517665,Las Tumbas de Hearthham
138566243,Mansión Greenford
139614830,Graycastle
140663412,Whitemoth
141711992,Refugio de Strenner
142760574,Salón Masterwing
143809163,El Viejo Tugurio de Moorton
144857754,Salón Singham
145907179,Ripidge
146955780,Gothgate
148004360,La Plantación Wooding
149052941,La Casa de Corrección de Alabane
150101522,Mansión Yeomwing
151150120,Reliquia Sagrada de Kynareth
152198723,El Baluarte de Woodcroft
153247301,Mansión Wicking
154295887,Cathcastle
155344474,Westgate
156393064,Merbury
157442518,Tunton
158491105,Salón Masterston
159539685,Posada La Jarra Inquieta
160588263,Pub El Abismo Salvaje
161636842,Posada El Erizo Gritón
162685464,Hostal El Tejón Suertudo
163734042,Altar de I'ric
164782628,Grimborne
165831217,Salón Gaercroft
166879806,El Cementerio de Copperford
167928394,Aldingford
168976991,Blackwold
170025573,Aldea de Penbury
171074153,El Tugurio de la Vieja Ysolda
172123580,Stokdale
173172166,La Plantación Buckingwing
174220747,Oxworth
175269333,Pub El Foso de la Reina
176317913,Palacio Gaering
177366492,Laming
178415074,Taberna El Castillo Carmesí
179463656,Las Tumbas de Wickston
180512236,La Choza de la Vieja Chrystyn
181560848,Longing
182609444,Refugio El Murciélago y la Jarra
183658025,Palacio Greensley
184706614,Castillo Corroghar
185755211,La Alquería Gaering
186803799,Whiteborne
187853213,Fortaleza del Corsario
188901793,Castillo Masterwing
189950376,Cromwall
190998955,El Tugurio de la Vieja Gwynyssa
192047536,Huerto Yeomhart
193096135,Brezal de Rippath
194144722,Hortower
195193307,Laboratorio de Bedard
196241888,Posada La Jarra Sucia
197290479,Horcester
198339077,Fontcester
199387669,Vanmarket
200436247,La Plantación Copperford
201484827,Stokhead
202533424,Castillo Greenham
203582842,Mansión Gaersly
204631423,La Choza de la Vieja Lysanna
205680001,La Choza de la Vieja Elara
206728581,Jardín de Gothway
207777159,Burgley
208825740,Corte de Hearthfield
209874333,La Vieja Choza de Kingford
210922913,La Mazmorra de Peristair
211971525,Yagrugoth
213020106,La Alquería Hawkston
214068697,Refugio El Castor y el Dragón
215117282,Huerto Woodsley
216165860,Westmont
217214448,Altar Gentil de Kynareth
218263028,La Alquería Hearthston
219311629,El Viejo Hogar de Hearthhart
220360224,Deerworth
221408805,Peñasco de Chartown
222457391,El Viejo Hogar de Hawking
223505971,Penbrone
224555377,Mansión Hearthton
225603966,Peñasco de Eastfort
226652559,Palacio Kinging
227701137,Arkmoth
228749718,La Alquería Greenford
229798298,Presagio Sagrado de Kynareth
230846876,Posada El Murciélago y el Grifo
231895458,Graytown
232944052,El Hogar de la Vieja Elorya
233992630,Gothway
235041208,Pub La Mazmorra del Rey
236089811,La Alquería Kinging
237138390,El Viejo Hogar de Kingston
238186976,La Fortaleza de Ashham
239235559,Mansión Hawkcroft
240284157,Monumento al Sabio
241332737,El Cementerio de Ashhouse
242381333,La Guardia de Greensley
243429918,Vanmore
244479300,La Fortaleza de Hawkham
245527879,Ruinas de la Corte de Wicksmith
246576461,Monumento al Sabio
247625046,Huerto Moorhart
248673627,Knightsshire
249722206,Chesterwich
250770796,Taberna El Zorro y el Bárbaro
251819375,La Vieja Choza de Buckingfield
252867956,La Cripta de Garomaus
253916539,Newham
254965120,Salón Gaerhouse
256013702,Corte de Masterford
257062280,Aldea de Baelworth
258110861,Ruinas de la Fortaleza de Ashford
259159439,Laboratorio de Gondyrick
260208017,Salón Garenor
261256595,Refugio El Grifo Muerto
262305173,Huerto Greenham
263353754,Updale Derry
264402339,Mansión Gaerhouse
265450917,Huerto Ashing
266499495,Granja Masterton
267548100,Gallowell
268596696,Mergate
269645275,Posada La Rata Almizclera Desafortunada
270693858,Corte de Kingford
271742456,Taberna El Tejón Blanco
272791039,Singwell
273839617,Bosque de Singbrugh
274888195,Castillo Moorhouse
275936777,La Alquería Woodcroft
276986161,Oráculo Gozoso de Kynareth
278034747,Alma Ardiente de Kynareth
279083329,Blackfort
280131912,Mártir Plañidero de Kynareth
281180491,Salón Buckingcroft
282229069,La Alquería Buckinghouse
283277650,Salón Ashing
284326251,Jardín de Longmarket
285374834,La Alquería Wicksley
286423432,El Tugurio de la Vieja Vannayne
287472017,La Academia Tristyrick
288520595,El Viejo Tugurio de Moorford
289569176,El Viejo Tugurio de Copperhart
290617758,Ruinas de la Alquería Hawking
291666354,Colegiata de Broadpath
292714933,El Hogar de la Vieja Carolanna
293763544,Lamton
294812132,Campo de Holmore
295860718,Pub El Pillo Verde
296910102,El Cementerio de Hawkhouse
297958683,Refugio El Castor y la Mazmorra
299007270,Eastwick
300055853,Eastbridge
301104445,La Cabaña Hearthhouse
302153024,Chesterville
303201603,El Cementerio de Gaerwing
304250183,Trogker
305298763,Refugio El León y el Escorpión
306347343,Refugio La Rata Almizclera Blanca
307395926,Granja Woodford
308444516,Burgtale
309493098,El Cementerio de Yeomston
310541707,El Foso de Jubiamorgon
311590307,Longtale
312638885,Longbury
